URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,5.0,13.0,-0.4444444197530878,0.13740457910378184,,,,,,,,,
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3.0,3.0,0.0,0.050420167643528004,,,,,,,,,
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,7.0,6.0,0.07692307100591762,0.10077519301724656,,,,,,,,,
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,9.0,10.0,-0.05263157617728546,0.19191918998061425,,,,,,,,,
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13.0,7.0,0.29999998500000075,0.13793103353151012,,,,,,,,,
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,11.0,5.0,0.37499997656250145,0.12403100679045731,,,,,,,,,
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,4.0,7.0,-0.2727272479338866,0.12222222086419755,,,,,,,,,
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,3.0,2.0,0.199999960000008,0.08771929670667901,,,,,,,,,
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,3.0,9.0,-0.4999999583333368,0.1558441538202058,,,,,,,,,
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6.0,5.0,0.09090908264462885,0.13749999828125004,,,,,,,,,
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,3.0,2.0,0.199999960000008,0.07352941068339103,,,,,,,,,
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,3.0,10.0,-0.5384614970414233,0.13402061717504518,,,,,,,,,
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,11.0,1.0,0.8333332638888947,0.1034482749702735,,,,,,,,,
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13.0,9.0,0.18181817355371938,0.17599999859200002,,,,,,,,,
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7.0,9.0,-0.12499999218750048,0.137931033293698,,,,,,,,,
bctech2078,https://insights.blackcoffer.com/data-transformation/,14.0,19.0,-0.15151514692378343,0.3402061820597301,,,,,,,,,
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7.0,3.0,0.39999996000000404,0.10526315678670362,,,,,,,,,
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,11.0,6.0,0.2941176297577865,0.17894736653739615,,,,,,,,,
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,24.0,12.0,0.33333332407407434,0.13793103395428724,,,,,,,,,
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,8.0,7.0,0.06666666222222252,0.10204081563237541,,,,,,,,,
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,6.0,1.0,0.7142856122449125,0.05511810980221961,,,,,,,,,
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,2.0,3.0,-0.199999960000008,0.056179774649665455,,,,,,,,,
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,8.0,3.0,0.4545454132231443,0.08730158660871756,,,,,,,,,
bctech2086,https://insights.blackcoffer.com/medical-classification/,1.0,10.0,-0.8181817438016598,0.09909909820631443,,,,,,,,,
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,5.0,5.0,0.0,0.10101009998979697,,,,,,,,,
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,5.0,13.0,-0.4444444197530878,0.2337662307303087,,,,,,,,,
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,1.0,12.0,-0.8461537810650938,0.12037036925582992,,,,,,,,,
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,3.0,5.0,-0.24999996875000394,0.046511627636560304,,,,,,,,,
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,3.0,4.0,-0.1428571224489825,0.05035971186791574,,,,,,,,,
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,10.0,3.0,0.5384614970414233,0.16455695994231698,,,,,,,,,
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5.0,8.0,-0.23076921301775286,0.09701492464914235,,,,,,,,,
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10.0,6.0,0.24999998437500096,0.12213740364780608,,,,,,,,,
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1.0,3.0,-0.49999987500003124,0.03738317722071797,,,,,,,,,
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,5.0,2.0,0.4285713673469475,0.10447761038093119,,,,,,,,,
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2.0,4.0,-0.33333327777778704,0.0566037730509078,,,,,,,,,
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3.0,4.0,-0.1428571224489825,0.04794520515106024,,,,,,,,,
bctech2099,https://insights.blackcoffer.com/web-data-connector/,2.0,3.0,-0.199999960000008,0.03623188379542113,,,,,,,,,
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,9.0,6.0,0.19999998666666757,0.1973684184556787,,,,,,,,,
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4.0,8.0,-0.3333333055555579,0.11881188001176357,,,,,,,,,
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,23.0,4.0,0.7037036776406045,0.09677419320152619,,,,,,,,,
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,24.0,2.0,0.8461538136094686,0.10317460276518015,,,,,,,,,
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,2.0,4.0,-0.33333327777778704,0.05504587105462504,,,,,,,,,
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,8.0,3.0,0.4545454132231443,0.08730158660871756,,,,,,,,,
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,6.0,5.0,0.09090908264462885,0.11224489681382759,,,,,,,,,
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,6.0,7.0,-0.07692307100591762,0.09285714219387756,,,,,,,,,
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,2.0,2.0,0.0,0.047058822975778555,,,,,,,,,
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,6.0,8.0,-0.14285713265306196,0.08284023619621163,,,,,,,,,
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1.0,1.0,0.0,0.02564102531229455,,,,,,,,,
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4.0,3.0,0.1428571224489825,0.06730769166050296,,,,,,,,,
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1.0,5.0,-0.6666665555555741,0.05555555504115227,,,,,,,,,
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,1.0,12.0,-0.8461537810650938,0.10236220391840785,,,,,,,,,
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4.0,1.0,0.599999880000024,0.056179774649665455,,,,,,,,,
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,34.0,13.0,0.44680850113173404,0.17216117153054517,,,,,,,,,
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,9.0,4.0,0.3846153550295881,0.08176100577508802,,,,,,,,,
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,1.0,2.0,-0.33333322222225925,0.0283018865254539,,,,,,,,,
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,7.0,2.0,0.5555554938271674,0.0849056595763617,,,,,,,,,
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,5.0,6.0,-0.09090908264462885,0.12222222086419755,,,,,,,,,
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,10.0,3.0,0.5384614970414233,0.07344632726866482,,,,,,,,,
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,5.0,7.0,-0.16666665277777895,0.07100591673960996,,,,,,,,,
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,6.0,2.0,0.4999999375000079,0.06153846106508876,,,,,,,,,
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,19.0,5.0,0.5833333090277788,0.13259668435029456,,,,,,,,,
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1.0,4.0,-0.599999880000024,0.056179774649665455,,,,,,,,,
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,14.0,4.0,0.5555555246913597,0.1241379301783591,,,,,,,,,
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1.0,12.0,-0.8461537810650938,0.06074766326753429,,,,,,,,,
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,56.0,24.0,0.39999999500000005,0.24615384539644972,,,,,,,,,
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,3.0,5.0,-0.24999996875000394,0.03791469176343748,,,,,,,,,
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0.0,0.0,0.0,0.0,,,,,,,,,
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,2.0,3.0,-0.199999960000008,0.10869564981096413,,,,,,,,,
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,6.0,1.0,0.7142856122449125,0.11111110934744271,,,,,,,,,
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,4.0,6.0,-0.19999998000000202,0.16666666388888896,,,,,,,,,
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,2.0,4.0,-0.33333327777778704,0.1538461499013808,,,,,,,,,
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,2.0,1.0,0.33333322222225925,0.06976744023796651,,,,,,,,,
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,9.0,13.0,-0.18181817355371938,0.10784313672625913,,,,,,,,,
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,1.0,2.0,-0.33333322222225925,0.04838709599375652,,,,,,,,,
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,4.0,9.0,-0.3846153550295881,0.07975460073770184,,,,,,,,,
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,8.0,3.0,0.4545454132231443,0.13924050456657588,,,,,,,,,
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,12.0,5.0,0.4117646816609011,0.10493827095717116,,,,,,,,,
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,8.0,8.0,0.0,0.10389610322145387,,,,,,,,,
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,4.0,6.0,-0.19999998000000202,0.09090909008264464,,,,,,,,,
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,3.0,4.0,-0.1428571224489825,0.07142857069970847,,,,,,,,,
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,3.0,2.0,0.199999960000008,0.04950495000490149,,,,,,,,,
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,3.0,4.0,-0.1428571224489825,0.06930693000686208,,,,,,,,,
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,3.0,3.0,0.0,0.0714285705782313,,,,,,,,,
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,3.0,3.0,0.0,0.06896551644867223,,,,,,,,,
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,2.0,4.0,-0.33333327777778704,0.06315789407202217,,,,,,,,,
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,3.0,3.0,0.0,0.05999999940000001,,,,,,,,,
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,4.0,3.0,0.1428571224489825,0.06930693000686208,,,,,,,,,
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,6.0,12.0,-0.3333333148148158,0.13953488263926447,,,,,,,,,
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,15.0,12.0,0.11111110699588492,0.10074626828079751,,,,,,,,,
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,15.0,9.0,0.24999998958333375,0.14201183347921992,,,,,,,,,
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,11.0,11.0,0.0,0.08494208461412323,,,,,,,,,
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,19.0,25.0,-0.13636363326446288,0.14102564057363576,,,,,,,,,
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,7.0,13.0,-0.29999998500000075,0.15748031372062746,,,,,,,,,
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,1.0,0.0,0.9999990000010001,0.031249999023437534,,,,,,,,,
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,2.0,1.0,0.33333322222225925,0.05999999880000003,,,,,,,,,
